,name,rating_star,price,price_before_discount,description
110,Energen Coklat Bag (20 sachet x 29 gr),4.818182,27100.0,33000.0,"ENERGEN Coklat Bag 29g x 20pcs merupakan minuman sereal persembahan Energen yang memiliki kandungan susu bergizi yang mengandung berbagai macam vitamin B, A, D, E, dan kalsium serta asam folat yang sangat bagus untuk tubuh Anda. Minuman sereal ini sangat cocok Anda konsumsi di pagi hari sebagai sarapan di setiap pagi Anda. Selain itu, minuman sereal persembahan Energen ini memiliki kemasan yang praktis dan mudah untuk Anda konsumsi. 

Detail 
- Tipe Produk: Minuman Sereal 
- Rasa: Coklat 
- Isi: 20 buah 
- Kemasan Praktis 

BPOM ,Shelf Life: 12 Bulan"
111,Rolled Oat 1 Kg Oatmeal Gandum Utuh Original Natural Super Food,4.790698,22500.0,36400.0,"Pure and Health  ( Let's live Health )

GARANSI HARGA MURAH

Avaible Stock 

Rolled Oat Original

Oat atau kerap disebut haver adalah serelia yang dibuat dari bulir gandum. Biasanya tumbuh di daerah sub tropis. Di Indonesia, oat dikenalkan oleh orang-orang Belanda di jaman penjajahan dulu.

Kandungan Oat :

Dalam oat terkandung lebih dari 50 nutrisi yang diperlukan tubuh, di antaranya karbohidrat, serat, lemak, protein, vitamin B1, B2, B3, B5, B9, kalsium, magnesium, folat, fosfor, mangan, kalium, dan zat besi. Vitamin dan mineral penting bagi tumbuh kembang Anda, juga untuk menjaga kesehatan tulang, jaringan tubuh, metabolisme, sistem kekebalan tubuh, serta berbagai proses lain yang terjadi dalam tubuh.

Manfaat Oat :
- Menjaga berat badan 
- Menurunkan kolestrol 
- Mengurangi risiko sakit jantung 
- Menstabilkan gula darah 
- Memperlancar pencernaan

Everyone can be Health Anytime and Anywhere"
112,Kapulaga Hijau Arab Grams Green Cardamond Natural Super Food,5.0,9000.0,15700.0,"Pure and Health ( Let's live Health )

GARANSI HARGA MURAH

Avaible Stock

Kapulaga Hijau Atau kapulaga arab 

Kapulaga adalah rempah dari biji tanaman dari family Zingiberaceae yang memiliki benefit yang sangat baik untuk tubuh

Detail Kapulaga Hijau :
- Memiliki bentuk lonjong dan agak pipih
- Biji berwarna hitam
- Aroma lebih sedap dan tajam dibanding kapulaga putih 

Manfaat Kapulaga :
- Obat batuk 
- Menjaga kesehatan jantung 
- Mengurangi Hipertensi 
- Mendetoksfikasi tubuh 
- Melancarkan pencernaan 
- Meningkatkan napsu makan 
- Menjaga kesehatan kulit wajah dan kepala
- Melindungi tubuh dari bakteri 
- Meningkatkan kekebalan tubuh 

Kandungan dalam 1 sdm kapulaga :
18 kalori
4 gram karbohidrat
0,4 gram lemak
0,6 gram protein
1,6 gram serat
22,2 gram kalsium
64,9 mg kalium
0,81 mg zat besi
10,3 mg fosfor
13,3 mg magnesium.


Everyone can be Health Anytime and Anywhere
"
113,Sunflower Seed 1 Kg Kuaci Biji Bunga Matahari Kupas Natural Super Food,4.909091,21800.0,36500.0,"Pure and Health ( Let's live Health )

GARANSI HARGA MURAH

Avaible Stock 

Sunflower Seed 

Biji bunga matahari berasal dari buah bunga matahari yang disebut Cypsela.

Biji bunga matahari ini sering dijadikan cemilan saat santai bersama teman dan keluarga. Rasa nya yang gurih dan renyah membuat nagih dimulut.
Kini biji matahari kupas sudah tersedia di Pure and Health jadi kalian tidak perlu repot  membuka kulitnya ^^ 

Biji yang kecil memiliki nutrisi dan manfaat yang besar bagi tubuh lohh sahabat .. yukk baca deskripsi sampai bawah ya !


1 ons biji bunga matahari mengandung nutrisi :
- 165 kalori
- 14 gr lemak total 
- 3 gr lemak tak jenuh tunggal 
- 9 gr lemak tak jenuh ganda
- 1.5 gr lemak jenuh 
- 7 gr karbohidrat
- 3 gr serat 
- 5,5 gr protein 

Selain nutrisi mengandung sekitar 21 vitamin, mineral esensial, kalori dan lemak tinggi yang baik untuk kesehatan jantung.

Manfaat :
- Menurunkan berat badan 
- Memperkuat tulang dan otot 
- Menjaga kesehatan jantung 
- Menurunkan kadar kolestrol
- Mengobati Hipertensi
- Baik dikonsumsi ibu hamil untuk perkembangan janin
- Mencegah radikal bebas


Everyone can be health Anytime adn Anywhere"
114,"Flaxseed Canada, 1kg",4.936937,46400.0,58000.0,"Manfaat
1. meningkatkan kesehatan jantung
2. mencegah pembukan darah dijantung
3. menurunkan kolestrol
4. meningkatkan kesehatan fungsi otak
5. mengendalikan kadar gula darah
5. menurunkan tekanan darah tinggi
6. membantu melancarkan pembuangan kotoran dari tubuh
7. mencegah konstipasi
8. membantu ringankan gejala menopause
9. mencegah osteoporosis
10. meningkatkan kesehatan ginjal
11. meningkatkan kekebalan tubuh
12. mengandung zat anti kanker"
115,"LADANG LIMA PUMPBERRY COOKIES, 180G",5.0,30000.0,0.0,"Ladang lima pumpberry
    Manis alami  dari buah cranberry kering dipadukan dengan aneka biji-bijian superfood kaya akan omega-3 dipanggang dengan cinta,menggunakan minyak kelapa,rempah-rempah dan tepung singkong ladang lima membuat cookies pumpberry ini menjadi pilihan sehat saat berkumpul bersama keluarga.

Ingredients : 
Ladang lima cassava flour,pumpkin seed,sunflower seed,flaxseed,cranberry,coconut sugar,coconut oil,cinnamon powder,baking powder.

. Gluten free
. Egg free
. Caein free
. Nut free
. Preservative free
. Vegan friendly 

Cara penyimpanan : simpan di tempat yang sejuk dan kering.
"
116,Nyam-Nyam Bubble Puff Strawberry (Carton),5.0,251900.0,504000.0,"Nyam-Nyam Bubble Puff Strawberry (1 Carton/144 pcs)

Nyam-Nyam Bubble Puff Strawberry memadukan rasa manis Strawberry & gurihnya Bubble Puff rice crispy yang menghasilkan rasa unik.

Komposisi:
Gula, Minyak Nabati (mengandung aktioksidant askorbat), jagung beras, susu bubuk, Whey bubuk, perisa identik alami storoberi, garam, pengemulsi (lesitin kedelai), Tepung terigu, pewarna makanan (merah allura CI NO 16035, Eritrosin CL No. 45430, dan biru berlian FCF CL No 42090)

BPOM MD 273728017009,Shelf Life: 9 BULAN"
117,Richeese Nabati Cheese Wafer 50 gr (1 Bungkus),4.758621,1666.0,0.0,"Selamat datang di Warung Pintar!
SEKARANG WARUNG PINTAR MELAYANI ORDER DAN PENGIRIMAN KE SELURUH WILAYAH INDONESIA LHOH!

Wafer renyah dan ringan dengan krim yang sangat terasa. Nabati wafer merupakan pilihan makanan ringan yang sehat karena mengandung vitamin (A, B1, B2, B6, B12) dan cocok untuk dinikmati siapa saja dan kapan saja

Harga yang tertera adalah harga per pcs 

MOHON PERHATIANNYA....
Untuk pemesanan di hari senin - jum'at diatas Jam 14.00 WIB,
dengan menggunakan jasa apapun termasuk GrabExpress dan GoSend maka akan dikirim di H+1.
Dan untuk semua pesanan di hari sabtu diatas Jam 14.00 WIB dan di hari minggu akan di proses pengirimannya di hari Senin.
Terima Kasih..."
118,Richoco Nabati White 50gr (1 Bungkus),5.0,1666.0,0.0,"Selamat datang di Warung Pintar! 
SEKARANG WARUNG PINTAR MELAYANI ORDER DAN PENGIRIMAN KE SELURUH WILAYAH INDONESIA LHO!


MOHON PERHATIANNYA....
Untuk pemesanan di hari senin - jumat diatas Jam 14.00 WIB,
dengan menggunakan jasa apapun termasuk GrabExpress dan GoSend maka akan dikirim di H+1.
Dan untuk semua pesanan di hari sabtu diatas Jam 14.00 WIB dan di hari minggu akan di proses pengirimannya di hari Senin.

Terima Kasih..."
119,Momogi Keju 8gr Per Pak (20 Pcs),4.875,8144.0,0.0,"SEKARANG WARUNG PINTAR MELAYANI ORDER DAN PENGIRIMAN KE SELURUH WILAYAH INDONESIA LHOH!

Silahkan di order.....

MOHON PERHATIANNYA....
Untuk pemesanan di hari senin - jumat diatas Jam 14.00 WIB,
dengan menggunakan jasa apapun termasuk GrabExpress dan GoSend maka akan dikirim di H+1.
Dan untuk semua pesanan di hari sabtu diatas Jam 14.00 WIB dan di hari minggu akan di proses pengirimannya di hari Senin.
Terima Kasih...
"
120,Choki Choki Chococashew 10gr Per Pak (20 Pcs),5.0,17580.0,0.0,"SEKARANG WARUNG PINTAR MELAYANI ORDER DAN PENGIRIMAN KE SELURUH WILAYAH INDONESIA LHOH!

Silahkan di order.....

MOHON PERHATIANNYA....
Untuk pemesanan di hari senin - jumat diatas Jam 14.00 WIB,
dengan menggunakan jasa apapun termasuk GrabExpress dan GoSend maka akan dikirim di H+1.
Dan untuk semua pesanan di hari sabtu diatas Jam 14.00 WIB dan di hari minggu akan di proses pengirimannya di hari Senin.
Terima Kasih..."
121,Dancow Coklat Fortigro Excelnutri+ UHT 110 ml,4.922567,3000.0,3100.0,"Dancow Coklat Fortigro Excelnutri+ UHT 110ml adalah susu coklat segar dan merupakan sumber protein susu, kaya kalsium, vitamin, zat besi dan zink, serta kolin berperan untuk mendukung Si Buah Hati agar siap sekolah. Dancow Fortigro menjadi pilihan yang tepat untuk pertumbuhan dan perkembangan si buah hati.

 BPOM :  MD 400813017007 Shelf life :  12 Bulan"
122,vSamantha - Pajamas Set / Piyama Set Rayon Polos Rempel Busui Friendly - Tangan Panjang,4.807947,79900.0,120000.0,"Pajamas Plain ( Busui )

Ukuran Panjang :
🔹 Atasan: 74cm ( Kurang lebih )
🔹Bawahan : 93cm ( Kurang Lebih )
🔹LD : 55cm ( Kurang lebih )
🔹Lingkar Dada : 110cm ( Kurang lebih )
🔹Berat : 350 Gram
🔹Bahan : VIscose Rayon Premium
🔹fit to XL (Kurang lebih )

Di bagian dadanya menggunakan resleting jadi cocok banget untuk ibu menyusui yang di hiasi remple di bawahan bajunya .
Ada kerut di bagian lengan dan dadanya ditambah di bagian bawahan nya ada sakunya juga."
123,Cetaphil Gentle Skin Cleanser 500ml,4.906743,129900.0,217500.0,"Cetaphil Gentle Skin Cleanser, sabun cuci muka yang lembut, soap free wash, tanpa pewangi cocok untuk kulit sensitif dan kering. Dengan tekstur yang ringan untuk kulit wajah Anda. Mampu mengangkat kotoran di kulit Anda dengan sempurna. Cocok untuk digunakan semua jenis kulit, bahkan untuk kulit sensitif sekalipun. Kaya pelembab sehingga tidak menyebabkan kulit kering dan kasat, Dermatologist Recommended, Non-greasy / Fragrance Free /  Non-comedogenic."
124,Rexona Women Anti Perspirant Advanced Whitening Deodorant Roll On 45 ml Twin Pack,4.951691,28700.0,37200.0,"Rexona Women Anti Perspirant Deo Roll On Advanced Whitening 45 ml merupakan deodoran untuk mencerahkan kulit ketiak sekaligus melembutkan kulit serta mencegah bau badan  
Kelengkapan produk: 2 pcs Rexona Women Anti Perspirant Advanced Whitening Deodorant Roll On 45 ml

Shelf life: 900 days"
125,Rexona Women Anti Perspirant Deodorant Roll On Passion 45 ml,4.94757,13300.0,16900.0,"Dengan wangi melati, apel hijau, dan vanilla dalam antiperspirant deodorant wanita ini, kamu akan merasakan sebuah motivasi untuk mendobrak batas. Untuk berjalan lebih jauh dan berlari lebih kencang. Roll on dengan keharuman bunga yang memesona untuk memberikan perlindungan 48 jam. Dengan keharuman bunga melati, apel hijau, dan vanilla yang mempesona untuk memberikan perlindungan 48 jam. Butiran-butiran mikro MotionSense™ menempel di kulitmu dan pecah karena gerakan, melepaskan wangi segar tepat di saat kamu membutuhkannya.

BPOM:NA18140900279
Shelf Life: 720 days"
126,Ciptadent Toothpaste Cool Mint Tube 190gr,4.927937,6700.0,8600.0,"Ciptadent Cool Mint Tube 190gr dengan micro active foam mengandung kalsium, fluoride ganda. multivitamin A, C, E, active xylitol dan anti bacteria IPMP membersihkan, merawat gigi dan gusi dan membantu membunuh bakteri serta membuat nafas segar lebih lama.

shelf life 24 bulan"
127,Ciptadent Toothbrush Double Action Medium 3Pack,4.927582,5100.0,5700.0,"Rangkaian sikat gigi Ciptadent Classic Double Action kini telah disempurnakan dengan bentuk gagang sikat baru, yang lebih efektif dalam proses menggosok gigi. Ciptadent Classic Double Action Medium hadir dengan bentuk kepala sikat dan formasi bulu sikat yang telah diuji klinis dan dikembangkan di Jepang, mampu bekerja maksimal dan efektif dalam membersihkan gigi. Formasi bulu sikat khusus, lebih efektif membersihkan gigi paling belakang. Ujung bulu yang bulat efektif untuk membersihkan gigi dan nyaman bagi gusi.



Detail:

- Sikat gigi

- Mudah menjangkau gigi paling belakang

- Leher sikat lentur

- Varian Classic Double Action Medium 

- Isi 3 pack.



shelf life 24 bulan .."
128,Lifebuoy Sabun Mandi Batang Bar Soap Total 10 60 g Isi 4Pcs - Sabun Antiseptik Anti Bakteri,4.934124,9200.0,9600.0,"Isi 60G x 4 batang 

Moms, tahukah kamu kalau kuman bisa menyerang saat anak bermain diluar! Bahkan bisa menyebabkan berbagai masalah kesehatan lainnya. 

Yang mereka butuhkan adalah imunitas yang kuat! Bukan hanya dari tubuh, tapi juga dari imunitas kulit untuk melawan kuman penyebab penyakit

Itulah mengapa Sabun Lifebuoy baru diciptakan dengan kandungan activ silver+ yang bekerja baik dengan imunitas kulit dan melawan kuman penyebab penyakit. Ini adalah perlindungan terbaik dari 10 kuman penyebab penyakit, dari yang terkuat sekalipun. 

Diformulasikan dengan Activ Silver+, kandungan antibakteri yang bekerja dengan imunitas kulit dan melawan kuman penyebab infeksi. Sekarang waktunya untuk melindungi diri dan orang tersayang dengan Lifebuoy, sabun antibakteri nomer 1 di dunia.

Sabun antibakteri Lifebuoy Total 10 dengan activ silver+ menjangkau pori-pori terdalam dan bekerja baik dengan imunitas kulit dan melawan kuman penyebab penyakit. Tetap bersih dan melindungi dari kuman dengan Lifebuoy Total 10 Activ Silver+!

Kulit kita adalah perlindungan pertama bagi tubuh. Oleh karena itu, kebersihan diri adalah salah satu bentuk perlindungan pertama bagi tubuh. Kebersihan diri dapat melindungi dari penyebaran kuman, seperti bakteri, yang dapat menyebabkan infeksi dan bau badan. Pilihlah sabun cair yang cocok untuk keluarga dari brand yang dikenali secara global - Lifebuoy diakui oleh Royal Society for Public Health, London untuk usaha mengedukasi tentang kebersihan seperti mencuci tangan dengan sabun yang dapat mencegah penyakit. 

BPOM: NA18180500409 
Shelf Life: 720 Days"
129,Dettol Sabun Batang Anti Bakteri Fresh 105 gr (5 Pcs) - Paket Hemat,4.934964,22500.0,29500.0,"Lindungi keluarga Anda dari berbagai jenis kuman yang tak terlihat dengan Dettol Bar Soap. Dettol Bar Soap merupakan sabun mandi anti bakteri dengan tekstur batangan. Tidak hanya melindungi dari kuman, Dettol Bar Soap dengan dengan aroma khusus ini dapat melembapkan kulit Anda secara maksimal. Sehingga kulit sehat dan segar sepanjang hari.

Melindungi Diri dari Kuman
Mandi setiap hari merupakan hal penting yang harus dilakukan agar kebersihan dan kesehatan terjaga. Sabun batang Dettol merupakan paket lengkap sabun mandi dengan aroma khusus yang efektif untuk membersihkan diri dari kotoran dan kuman. Sehingga kulit anda bersih dan higienis setiap hari.

Menjaga Kelembapan Kulit
Sabun Dettol anti kuman melembapkan dan membersihkan kulit sehingga membuat kulit terasa halus dan lembut sepanjang hari.

Varian Dettol Bar Soap:
- Original: Keharuman kesegaran cemara yang khas.
- Fresh: Kesegaran citrus dan dilengkapi ekstra pelembab.
- Sensitive: Untuk kulit terasa lembap dan lembut.
- Skincare: Dengan ekstra pelembab dapat membuat kulit Anda terasa halus.
- Re-energize: Kesegaran jeruk mandarin dan perlindungan terpercaya.
- Lasting Fresh: Diperkaya dengan ekstrak ketimun.
- Deo Active: Dengan Aroma yang menyegarkan.
- Deep Cleanse: Kandungan 100% Butiran Scrub Aprikot Alami.
- Cool: Dilengkapi dengan kesegaran menthol.

Dettol merupakan perlindungan terpercaya melawan kuman!

Shelf life: 2 years"
130,Himalaya Gentle Exfoliating Face Wash 100ml / Pembersih Wajah / Cleanser,4.91029,28626.0,36500.0,"Himalaya Gentle Exfoliating Daily Face Wash merupakan pencuci muka bebas sabun berguna untuk menghilangkan komedo dan diformulasikan untuk semua jenis kulit. 

Kombinasi pengelupasan lembut, membersihkan dan melembabkan. Butiran aprikot mengangkat sel kulit mati dan mencegah timbulkan komedo, Nimba dan Lemon membersihkan dan mengangkat minyak berlebih. Aloe vera menenangkan kulit dan menjaga kelembaban alami. Cocok untuk semua kulit 

KEGUNAAN :
- Pembersih muka herbal alami
- Mengangkat sel-sel kulit mati
- Membersihkan komedo
- Menjaga kelembapan kulit

CARA PAKAI :
Aplikasikan ke seluruh wajah, kemudian bilas dengan air bersih

KOMPOSISI :
Aqua, Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Sodium Cocoyl Glutamate & Disodium Cocoyl Glutamate, Polyethylene, Aloe Barbadensis Leaf Extract, Glycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citrus Medica Limonum Peel Extract, Melia Azadirachta  Leaf Extract, Sodium Hydroxide, Fragrance, Phenoxyethanol, Prunus Armeniaca seed powder, Lens Culinaris Fruit Extract, Citric Acid, Disodium EDTA, Tocopheryl Acetate, Sodium Metabisulfite, Methylchloroisothiazolinone & Methylisothiazolinone, Carnauba ( Copernica Cerifera ) Wax D&C Red NO 30 ( CI 73360)

BPOM : NA17131200138

#himalaya #gentle#gentle #gentleexfloating #facialwash #pencucimuka #pembersihwajah #mencegahkomedo #komedo #nimba #lemon #aprikot #minyakberlebih #aloevera #selkulitmati #herbal #komedo #melembabkankulit #cleanser
 BPOM : NA17131200138"
131,COSRX AHA/BHA Clarifying Treatment Toner - 150 ml - Toner Eksfoliator AHA/BHA - Skincare,4.91023,200000.0,0.0,"Toner yang membantu Mencegah timbulnya komedo, Mengangkat sel kulit mati dan menghaluskan wajah.
AHA/BHA Clarifying Treatment Toner membantu mencegah timbulnya komedo pada wajah. Bekerja dengan baik untuk berbagai permasalahan wajah yang timbul karena kurang tidur, pengaruh lingkungan dan juga untuk kulit berjerawat. Dapat membantu mengangkat sel-sel kulit mati, memperbaiki dan menghaluskan tekstur wajah, sekaligus mengembalikan kondisi kulit wajah.
Petunjuk Penggunaan:
Gunakan setiap pagi dan malam hari setelah membersihkan wajah
Semprotkan secukupnya pada kapas dan usapkan dengan lembut dari tengah ke arah luar wajah.
Ulangi hingga seluruh produk dapat terserap dengan sempurna pada kulit wajah.
Komposisi: 
Water, Salix Alba (Willow) Bark Water, Pyrus Malus (Apple) Fruit Water, Butylene Glycol, 1,2-Hexanediol, Sodium Lactate, Glycolic Acid, Betaine Salicylate, Allantoin, Panthenol, Ethyl Hexanediol"
132,COSRX Favorites Best Sellers Set size 20ml x 4 bottles - Skincare,4.902632,279000.0,0.0,"Kumpulan produk-produk favorite   best sellers dari COSRX. Low pH Good Morning Gel Cleanser untuk membersihkan wajah, AHA/BHA Clarifying Treatment Toner sebagai toner harian, Advanced Snail 96 Mucin Power Essence sebagai serum wajah, dan Oil Free Ultra Moisturizing Lotion (with Birch Sap) sebagai krim pelembab. Dikemas dalam ukuran travel-size yang cocok untuk dibawa bepergian.
 
Cara Penggunaan :
Step 1: Cuci muka dengan Low pH Good Morning Gel CleanserStep 2: Gunakan AHA/BHA Clarifying Treatment TonerStep 3: Gunakan Advanced Snail 96 Mucin Power EssenceStep 4: Gunakan Oil-Free Ultra Moisturizing Lotion (with Birch Sap)
IngredientLow pH Good Morning Gel Cleanser: Water, Cocamidopropyl Betaine, Sodium Lauroyl Methyl Isethionate, Polysorbate 20,, Butylene Glycol, Saccharomyces Ferment, Cryptomeria Japonica Leaf Extract, Nelumbo Nucifera Leaf Extract, Pinus Palustris Leaf Extract, Ulmus Davidiana Root Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Pueraria Lobata Root Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Allantoin, Caprylyl Glycol, Ethylhexylglycerin, Betaine Salicylate, Citric Acid, Ethyl Hexanediol, 1,2-Hexanediol, Trisodium Ethylenediamine Disuccinate, Sodium Benzoate, Disodium EDTA, Styrax Japonicus Branch/Fruit/Leaf Extract
AHA/BHA Clarifying Treatment Toner: Water, Salix Alba (Willow) Bark Water, Pyrus Malus (Apple) Fruit Water, Butylene Glycol, 1,2-Hexanediol, Sodium Lactate, Glycolic Acid, Betaine Salicylate, Allantoin, Panthenol, Ethyl Hexanediol
Advanced Snail 96 Mucin Power Essence: Snail Secretion Filtrate, Betaine, Butylene Glycol, 1,2-Hexanediol, Sodium Polyacrylate, Phenoxyethanol, Sodium Hyaluronate, Allantoin, Ethyl Hexanediol, Carboner, Panthenol, Arginine
Oil-Free Ultra Moisturizing Lotion with Birch Sap: Betula Platyphylla Japonica Juice, Butylene Glycol, Glycerin, Dimethicone, Betaine, Cetearyl Alcohol, 1,2-Hexanediol, Cetearyl Olivate, Sorbitan Olivate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethylhexylglycerin, Citrus Medica Limonum (Lemon) Peel Oil, Allantoin, Panthenol, Xanthan Gum, Sodium Lactate, Sodium Hyaluronate, Ethyl Hexanediol, Melaleuca Alternifolia (Tea Tree) Leaf Oil"
133,Whitelab Brightening Day Cream,4.889947,57230.0,59000.0,"Day Cream ini menggunakan 2 kandungan utama, yaitu NIACINAMIDE + COLLAGEN.
Niacinamide berperan untuk mencerahkan kulit, melembabkan kulit, menyamarkan noda hitam, serta membantu mengatasi jerawat.
Sedangkan, collagen berperan penting untuk meningkatkan elastisitas kulit dan mencegah tanda penuaan kulitmu. 

Fungsi: 	
- Membantu Mencerahkan wajah
- Mengandung SPF 20 PA++ untuk melindungi dari sinar UV 
- Melembabkan kulit wajah 
- Merawat kekencangan kulit 
- Mencegah tanfa penuaan 

Cara pakai: Cuci muka menggunakan Whitelab Brightening Facial wash, kemudian oleskan Whitelab Brightening Toner. Setelah itu, oleskan Day Cream (pagi) atau Night Cream (malam) pada wajah. 
Dianjurkan menggunakan sepaket (Facial Wash, Toner, Day Cream, Night Cream) agar hasilnya maksimal!

Isi 20 gram. BPOM. Dermatologically Tested.
Whitelab, not your ordinary skincare!

BARCODE: 8997220240755"
134,YOU Golden Age Refining Serum 20ml [Skin- Renewal Activator],4.887682,109000.0,129000.0,"Golden Age Refining Serum diformulasikan dengan ekstrak Buah Delima dan Hyaluronic Acid yang bekerja untuk menjaga keseimbangan minyak dan air dalam kulit, serta dapat menyamarkan garis halus dan kerutan.  

SANGAT PENTING! KAMI TIDAK AKAN MENERIMA COMPLAIN APAPUN TANPA ADANYA BUKTI VIDEO SAAT MEMBUKA PAKET DAN TIDAK DI PAUSE.

Selling Point & Benefit:
1.Anti-Wrinkle
Mengandung Hyaluronic acid yang membantu memperbaiki tekstur kulit, mengurangi garis halus dan kerutan.
2.Improves Moisture & Elasticity
Kulit terasa lembap dan kenyal.
3.Skin Rejuvenation
Meningkatkan produktivitas kulit agar terlihat segar dan lebih muda.

Special ingredients:
-Punica Granatum Extract(punika granatum ekstrak)
Ekstrak buah delima, membantu mencegah tanda-tanda penuaan dan memperbaiki kondisi kulit akibat penuaan.
-Sodium Hyaluronate/Hyaluronic Acid(sodium hyaluronat/hyaluronik asid)
Membantu memperbaiki tekstur kulit, mengurangi garis halus dan kerutan.
-Agave Tequilana Leaf Extract(agave tequilana lif ekstrak)
Ekstrak daun agave biru yang membantu mencegah penuaan dan meningkatkan kelembapan alami kulit.
-Jojoba Seed Oil(jojoba sid oil)
Mencegah iritasi dan menenangkan kulit.
-Achillea Millefolium Extract(akilea milefolium ekstrak)
Ekstrak Daun Seribu yang mencegah keriput dan memperbaiki tekstur kulit. 

Netto	: 20g

Ingredients:
Water, Propanediol, Glycerin, Hydroxyethyl Urea, Biosaccharide Gum-1, Dimethicone, Butylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Polysorbate 20, Maltose, Agave Tequilana Leaf Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Pentylene Glycol, Achillea Millefolium Extract, Punica Granatum Fruit Extract, Sodium Hyaluronate, Bis-PEG-15 Methyl Ether Dimethicone, Polymethylsilsesquioxane, Isohexadecane, PEG-40 Stearate, Cetearyl Methicone, Steareth-2, Steareth-21, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyacetophenone, Caprylhydroxamic Acid, Sodium Hydroxide, Natto Gum, Xanthan Gum, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Sodium Benzoate, Parfum.

FAQ
1.  Apakah produk ini tersedia?
Selama produk dapat dibeli, artinya produk tersedia.
2.  Apakah produk ini cocok digunakan untuk kulit sensitif?
Produk YOU cocok digunakan untuk semua jenis kulit. Namun, apabila Anda memiliki kulit yang lebih sensitif, disarankan untuk memeriksa kembali bahan-bahan yang terkandung pada produk atau konsultasi dengan dokter kulit.
3.  Kapan tanggal kadaluarsa (expired date) produk ini?
Tanggal kadaluarsa produk ini tertera pada bagian Rincian Produk di bawah foto produk.
4.  Bagaimana cara menggunakan voucher?
Silahkan menghubungi CS kami untuk cara penggunaan voucher.
5.  Apakah promonya masih berlaku?
Promo berlaku sesuai dengan keterangan pada gambar atau harga yang tertera pada Shopee. Namun, tidak menutup kemungkinan bahwa promo dapat berubah sewaktu-waktu.

Untuk informasi lebih lanjut, silahkan menghubungi CS kami.





"
135,Evo Plusmed Masker 4d Medis,4.967637,200000.0,0.0,"
Toko kami merupakan Official dari produk-produk Evo PlusMed ya

EVO PLUSMED Masker 4d
Surgical PlusMed
ISI 25 PCS

EVO PLUSMED adalah produk pertama buatan dalam negeri yang mengusung konsep desain 4 dimensi, EVO PLUSMED menjadi standard baru masker kesehatan sekali pakai dengan desain yang lebih proposional dengan bentuk wajah sehingga dapat memberikan sensasi kenyamanan yang berbeda dalam menggunakan masker kesehatan

Keunggulan masker EVO PLUSMED, Bahan yang lembut dan nyaman untuk digunakan terdiri dari 3 lapisan bahan termasuk filter bakteri yang dapat menyaring partikel partikel halus yg berbahaya bagi kesehatan, Desain 4 dimensi yang lebih proposional sehingga sangat pas dengan bentuk wajah penutup samping yang menutup wajah dengan sempurna, bagian depan yang lebih luas membuat pengguna dapat bernafas lebih lega

Masker EVO PLUSMED dapat di gunakan untuk :
Penderita infeksi sinus/polinosis, Menghalangain percikan yang mengandung bakteri /virus dari penderita flu/batuk, melindungi dari
bakteri, jamur, atau partikel berbahaya lain nya pada saat membersihkan ruangan, untuk penggunaan lainnya yang dapat membantu
menjaga kesehatan

KEMENKES RI AKD 11603410202
Di Produksi oleh
PT Hetzer Medical Indonesia
Bandung - Indonesia

Dimensi
Berat 124 gram
Panjang 7,5 cm
Lebar 6 cm
Tinggi 22 cm"
136,Secret Clean Hand Sanitizer Spray 100ml - 3pcs,4.936092,30000.0,81000.0,"Secret Clean Hand Sanitizer Spray 100 ml adalah Produk pembersih tangan cair yang praktis utk dibawa berpergian, dengan keharuman Aloe Vera juga mengandung alkohol 70% yg efektif utk membunuh kuman dan bakteri sehingga kebersihan tangan anda selalu terjaga.

- Mengandung alkohol 70% yang sudah teruji dapat membunuh kuman dan bakteri Salmonella Typhimurium ATCC 14028
- Praktis untuk digunakan dimana saja dan kapan saja.
- Cocok untuk semua jenis kulit, termasuk kulit sensitif

Cara Pakai :

- Semprotkan pada telapak tangan, gosok dan ratakan hingga bagian belakang telapak tangan dan sela jari sampai kering. Tidak perlu dibilas dengan air

Hasil :

- Untuk yang hasil yang optimal gunakan setiap kali tangan habis bersentuhan dengan benda-benda yang kemungkinan telah menempel kuman atau bakteri.

IZIN EDAR: EMENKES RI PKD 20501020247
Shelf Life : 3 Years"
