,name,rating_star,price,price_before_discount,description
68,Natur Hair Vit Alovera Vit B5 80 ml,4.8625,23300.0,29000.0,"Berfungsi untuk melembutkan dan menutrisi helaian rambut, sekaligus menghidrasi dan memberikan kesejukan di kulit kepala, serta membantu menjaga kesuburan rambut dan memberikan efek kemilau alami rambut.
Dapat digunakan sebelum dan sesudah penataan rambut.


Active Ingredients :
Aloe Vera Extract dan Provitamin B5.

Penggunaan :
Semprotkan Natur Hair Vitamin Aloevera pada rambut atau kulit kepala dari jarak 10-15 cm, ratakan dengan jari atau sisir. Gunakan saat rambut atau kulit kepala terasa kurang segar sebelum dan sesudah menggunakan alat penata rambut, atau setiap saat dibutuhkan.

Tersedia Ukuran :
80 ml"
69,Makarizo Advisor Hair & Scalp Tonic 150 ml,4.9375,48700.0,58400.0,"2 IN 1 Pertama di Indonesia dengan ANTI-RONTOK dan ANTI-KETOMBE! Temukan 3 langkah dari Makarizo Advisor Anti-Hair Fall Defense Hair & Scalp Tonic untuk membuat rambut BEBAS KETOMBE dan BEBAS RONTOK! #1 Memurnikan kulit kepala dan MENCEGAH KETOMBE dengan Octopirox. #2 Menembus ke dalam kulit kepala untuk MENGUATKAN AKAR RAMBUT dengan Akar Ginseng dan Ekstrak Daun Lidah Buaya. #3 Merangsang rambut menjadi LEBIH TEBAL DAN PADAT dengan penggunaan konstan. CARA PENGGUNAAN Step 1: Setelah menggunakan shampoo & kondisioner, semprotkan pada area pangkal rambut. Step 2: Pijat kulit kepala dengan gerakan memutar. P.S Semprotkan pada area yang bermasalah dan JANGAN DIBILAS. PERHATIAN! Hindari kontak dengan mata. Jika terkena mata, segera bilas dengan air"
70,Makarizo Advisor Hair Recovery Vitamax 8 ml x 3,4.875,26100.0,27800.0,"Tidak hanya tubuh yang butuh vitamin dan kulit yang perlu dilindungi dari paparan sinar matahari! Rambutmu juga perlu Makarizo Advisor Vitamax yang hadir sebagai solusi untuk kamu dengan antioksidan dari kombinasi VITAMIN A, C, dan E yang MELINDUNGI RAMBUT DARI BERBAGAI KERUSAKAN akibat paparan sinar matahari (UV), polusi, proses kimia, dan panas alat penata rambut sehari – hari. Kenapa kamu bakal suka? MELEMBABKAN hingga lapisan dalam rambut! MELEMBUTKAN sekaligus MEMPERKUAT rambut rapuh, kering, dan kasar! CARA PENGGUNAAN Step 1: Setelah keramas, keringkan rambut dengan handuk dan biarkan rambut dalam kondisi lembab. Step 2: Aplikasikan 2-3 mL Makarizo Advisor Vitamax pada batang rambut secara merata. Tidak perlu dibilas dan rambut siap ditata! PERHATIAN! Hindari kontak dengan mata, jika terkena mata segera bilas dengan air mengalir. Simpan di tempat sejuk dan kering, tidak terkena sinar matahari langsung."
71,Makarizo HE Fibertherapy Hair & Scalp Creambath Aloe & Melon 500gr,4.857143,72000.0,86300.0,"Rambut suka rontok parah? Makarizo Hair Energy Fibertherapy Hair & Scalp Creambath hadir dengan kombinasi Melon dengan kandungan Vitamin B, Aloe (Lidah Buaya) dan Omega 6 dari Minyak Nabati Passiflora yang dapat membantu MENGURANGI KERONTOKAN RAMBUT dan MEMPERKUAT AKAR RAMBUTMU! Diperkuat dengan adanya Asam Amino Keratin yang merupakan unsur vital dalam pembentukan keratin sebagai protein utama sehingga mendorong keterpaduan struktur rambut menjadi LEBIH BERKILAU, TETAP SEHAT, dan KUAT! Kamu bakal suka banget karena… #WanginyaEnakParah #GampangDipake #AffordableForAll #NaturalEkstrak Solusi tepat untuk kamu yang ingin memanjakan rambut, dan memperbaiki dari pusat akar sehingga batang rambut pun tampak hidup dan sehat kembali. CARA PENGGUNAAN STEP 1: Setelah keramas, oleskan krim pada rambut dan kulit kepala. STEP 2: Pijat perlahan dan balut dengan handuk 2-5 menit. STEP 3: Bilas hingga bersih, keringkan, dan jalani harimu dengan rambut ber-energy! PERINGATAN! Hindari kontak dengan mata. Jika terkena mata, segera bilas dengan air. Tidak boleh digunakan pada anak di bawah usia 3 tahun."
72,Makarizo Hair Energy Scensations Cherry Blossom 100 ml,4.846154,21800.0,26200.0,"Rambut suka bau dan lepek sehabis makan sate di pinggir jalan? Terpapar matahari karena kerja lapangan seharian? Atau sehabis pakai helm dan terpapar asap kendaraan waktu berangkat kerja? Makarizo Hair Energy SCENTSATIONS hadir menjadi sol¬¬¬usi untuk kamu yang ingin rambut TETAP WANGI dan BERKILAU! Dengan teknologi SCENTECH-F yang mampu MENETRALISIR BAU TIDAK SEDAP serta dilengkapi dengan VITAMIN dan UV-PROTECTION! Hadir dengan 6 varian yang bikin kamu gak akan bosan! MORNING DEW untuk rambut wangi seperti tetesan embun pertama di pagi hari dan angin yang berhembus melalui jendela. OCEAN BREEZE untuk rambut wangi seperti hembusan angin laut yang lembut mengirimkan energi yang menenangkan. WHITE MUSK untuk kamu yang menyukai kemurnian dan keceriaan serta ingin rambut wangi seperti bunga. BLUE COAST dapat menjadi pilihanmu untuk memiliki wangi rambut dengan sensasi berjalan dengan deburan ombak dan belaian angin laut. CHERRY BLOSSOMS cocok banget buat kamu yang suka wangi rambut penuh kelembutan dan sentuhan manis seperti musim Cherry Blossom di Jepang. FRESH BOUQUET untuk rambut wangi seperti bunga dan dedaunan yang bikin kamu tetap segar sepanjang hari. CARA PENGGUNAAN SEMPROTKAN ± 15 CM DARI RAMBUT setelah mandi atau saat rambut terpapar bau tidak sedap. P.S. Bisa digunakan untuk tubuh juga lho! Perhatian! Hindari terkena mata, segera bilas dengan air hingga mata tidak terasa perih."
73,Makarizo Hair Energy Scentsations Fresh Bouquet 100 ml,4.90625,21800.0,26200.0,FRESH BOUQUET untuk rambut wangi seperti bunga dan dedaunan yang bikin kamu tetap segar sepanjang hari.
74,Makarizo Hair Energy Scensations Blue Coast 100 ml,5.0,21800.0,26200.0,"Rambut suka bau dan lepek sehabis makan sate di pinggir jalan? Terpapar matahari karena kerja lapangan seharian? Atau sehabis pakai helm dan terpapar asap kendaraan waktu berangkat kerja? Makarizo Hair Energy SCENTSATIONS hadir menjadi sol¬¬¬usi untuk kamu yang ingin rambut TETAP WANGI dan BERKILAU! Dengan teknologi SCENTECH-F yang mampu MENETRALISIR BAU TIDAK SEDAP serta dilengkapi dengan VITAMIN dan UV-PROTECTION! Hadir dengan 6 varian yang bikin kamu gak akan bosan! MORNING DEW untuk rambut wangi seperti tetesan embun pertama di pagi hari dan angin yang berhembus melalui jendela. OCEAN BREEZE untuk rambut wangi seperti hembusan angin laut yang lembut mengirimkan energi yang menenangkan. WHITE MUSK untuk kamu yang menyukai kemurnian dan keceriaan serta ingin rambut wangi seperti bunga. BLUE COAST dapat menjadi pilihanmu untuk memiliki wangi rambut dengan sensasi berjalan dengan deburan ombak dan belaian angin laut. CHERRY BLOSSOMS cocok banget buat kamu yang suka wangi rambut penuh kelembutan dan sentuhan manis seperti musim Cherry Blossom di Jepang. FRESH BOUQUET untuk rambut wangi seperti bunga dan dedaunan yang bikin kamu tetap segar sepanjang hari. CARA PENGGUNAAN SEMPROTKAN ± 15 CM DARI RAMBUT setelah mandi atau saat rambut terpapar bau tidak sedap. P.S. Bisa digunakan untuk tubuh juga lho! Perhatian! Hindari terkena mata, segera bilas dengan air hingga mata tidak terasa perih."
75,Makarizo Hair Energy Scentsations White Musk 100 ml,4.8,21800.0,26200.0,"Rambut suka bau dan lepek sehabis makan sate di pinggir jalan? Terpapar matahari karena kerja lapangan seharian? Atau sehabis pakai helm dan terpapar asap kendaraan waktu berangkat kerja? Makarizo Hair Energy SCENTSATIONS hadir menjadi solusi untuk kamu yang ingin rambut TETAP WANGI dan BERKILAU! Dengan teknologi SCENTECH-F yang mampu MENETRALISIR BAU TIDAK SEDAP serta dilengkapi dengan VITAMIN dan UV-PROTECTION! Hadir dengan 6 varian yang bikin kamu gak akan bosan! MORNING DEW untuk rambut wangi seperti tetesan embun pertama di pagi hari dan angin yang berhembus melalui jendela. OCEAN BREEZE untuk rambut wangi seperti hembusan angin laut yang lembut mengirimkan energi yang menenangkan. WHITE MUSK untuk kamu yang menyukai kemurnian dan keceriaan serta ingin rambut wangi seperti bunga. BLUE COAST dapat menjadi pilihanmu untuk memiliki wangi rambut dengan sensasi berjalan dengan deburan ombak dan belaian angin laut. CHERRY BLOSSOMS cocok banget buat kamu yang suka wangi rambut penuh kelembutan dan sentuhan manis seperti musim Cherry Blossom di Jepang. FRESH BOUQUET untuk rambut wangi seperti bunga dan dedaunan yang bikin kamu tetap segar sepanjang hari. CARA PENGGUNAAN SEMPROTKAN ± 15 CM DARI RAMBUT setelah mandi atau saat rambut terpapar bau tidak sedap. P.S. Bisa digunakan untuk tubuh juga lho! Perhatian! Hindari terkena mata, segera bilas dengan air hingga mata tidak terasa perih."
76,Makarizo Hair Energy Scentsations White Musk 100 ml,4.8,21800.0,26200.0,"Rambut suka bau dan lepek sehabis makan sate di pinggir jalan? Terpapar matahari karena kerja lapangan seharian? Atau sehabis pakai helm dan terpapar asap kendaraan waktu berangkat kerja? Makarizo Hair Energy SCENTSATIONS hadir menjadi solusi untuk kamu yang ingin rambut TETAP WANGI dan BERKILAU! Dengan teknologi SCENTECH-F yang mampu MENETRALISIR BAU TIDAK SEDAP serta dilengkapi dengan VITAMIN dan UV-PROTECTION! Hadir dengan 6 varian yang bikin kamu gak akan bosan! MORNING DEW untuk rambut wangi seperti tetesan embun pertama di pagi hari dan angin yang berhembus melalui jendela. OCEAN BREEZE untuk rambut wangi seperti hembusan angin laut yang lembut mengirimkan energi yang menenangkan. WHITE MUSK untuk kamu yang menyukai kemurnian dan keceriaan serta ingin rambut wangi seperti bunga. BLUE COAST dapat menjadi pilihanmu untuk memiliki wangi rambut dengan sensasi berjalan dengan deburan ombak dan belaian angin laut. CHERRY BLOSSOMS cocok banget buat kamu yang suka wangi rambut penuh kelembutan dan sentuhan manis seperti musim Cherry Blossom di Jepang. FRESH BOUQUET untuk rambut wangi seperti bunga dan dedaunan yang bikin kamu tetap segar sepanjang hari. CARA PENGGUNAAN SEMPROTKAN ± 15 CM DARI RAMBUT setelah mandi atau saat rambut terpapar bau tidak sedap. P.S. Bisa digunakan untuk tubuh juga lho! Perhatian! Hindari terkena mata, segera bilas dengan air hingga mata tidak terasa perih."
77,Yuri matic Cairan Pencuci pakaian Floral botol 1 kg,4.82906,26400.0,38700.0,"Yuri matic Cairan Pencuci pakaian Floral botol 1 kg

YURI MATIC adalah Cairan pencuci pakaianyang cocok untuk mesin cuci Front Loading maupun Top Loading dan cocok untuk pengeringan dalam ruangan"
78,Baby Soft Pelembut Pakaian Bayi Botol 1000 ml.,4.778252,20100.0,25100.0,"Baby soft pelembut pakaian bayi botol 1000 ml 

BABY SOFT sebagai pelembut dan pengharum cucian terutama untuk pakaian bayi sehingga memberikan kenyamanan pada bayi.Dapat digunakan memakai mesin cuci atau cucian tangan...."
79,Yuri aganol Pembersih lantai Morning fresh 1000 ml,4.795958,14500.0,22100.0,"Yuri aganol Pembersih lantai Morning fresh 1000 ml

AGANOL adalah Cairan pembersih lantai Antibakteri dan mengandung ekstrak daun sereh, digunakan untuk berbagai macam lantai ruangan,rumah,kantor dan lainnya"
80,Yuri aganol Pembersih lantai Lemon fresh 1000 ml,4.77135,15800.0,18100.0,"Yuri aganol Pembersih lantai Lemon fresh 1000 ml



AGANOL adalah Cairan pembersih lantai dan mengandung Antibakteri.Digunakan untuk berbagai macam lantai ruangan,rumah,kantor dan lainnya"
81,Yuri aganol Pembersih lantai Lavander botol 2000 ml,4.787402,24400.0,31300.0,"Yuri aganol Pembersih lantai Lavander botol 2000 ml

AGANOL adalah Cairan pembersih lantai dan mengandung Antibakteri.Digunakan untuk berbagai macam lantai ruangan,rumah,kantor dan lainnya"
82,Sebamed Everyday Shampoo 400ml,4.894737,176000.0,220000.0,Sebamed Everyday Shampoo adalah shampoo yang ideal untuk Anda yang memiliki rambut normal Dikembangkan oleh dermatologists shampoo berbasis botanikal ini melindungi keseimbangan alami dari rambut dan kulit kepala Anda Shampoo ini juga membantu menjaga integritas struktural intrinsik rambut Anda meningkatkan kemilau dan menjadikan rambut Anda lembut dan tampak sehat BPOM : NC16121001934 Shelf Life : 24 months
83,Azalea Shampoo Citrus 180 ml,4.0,19900.0,25800.0,"Mengandung bahan alami Zaitun Oil, Citrus Extract & Menthol yang bekerja secara sinergis untuk:
• Membersihkan rambut
• Membantu mengurangi ketombe dan rasa gatal di kulit kepala
• Melembutkan tiap helai rambut
- kulit kepala dan rambut terasa dingin /sejuk (Cooling Sensation dari Menthol)

Ukuran 180 ML

Produksi tahun 2019"
84,Natur Shampoo Olive Oil 140 ml,4.666667,25900.0,32200.0,"Mengandung 7 Natural Oil dan diperkaya dengan vitamin E, UVA dan UVB filter yang dapat menutrisi dan merawat kilauan rambut agar tampak sehat dan cantik bercahaya.

Diformulasikan untuk melindungi rambut dan cocok untuk rambut yang mengalami kerusakan akibat pewarnaan rambut. Menjadikan rambut lebih lembut, mudah diatur dan lebih berkilau.

Ingredients :
Olive Oil dan Vitamin E

Kegunaan :
Merawat dan membuat rambut menjadi lebih berkilau.

Ukuran : 140 Ml"
85,Viva Queen Moisturizing Eye Base Gel,4.555556,13000.0,13800.0,"Gel untuk melembabkan kulit sekitar mata dan sebagai dasar eye shadow. Dengan kandungan Vitamin E yang melembabkan dan Ekstrak Chamomile yang menyejukan area sekitar mata. Sesuai untuk digunakan sehari-hari. Dapat juga digunakan untuk membantu mengatasi keletihan pada kulit mata.

Cara Pemakaian :
Oleskan Viva Queen Eye Base Gel secara tipis dan merata pada kelopak mata dan bagian bawah mata, biarkan sesaat agar meresap, kemudian gunakan eye shadow seperti biasa. Untuk hasil maksimal, dahului dengan Viva Eye & Lip Make Up Remover.

Ukuran : 15 g"
86,Natur Face Serum Miracle Renew Skin 30 ml,4.75,104500.0,170000.0,"Natur Miracle Renew Skin Serum
Ginseng and Probiotic

Dengan Ginseng yang mengandung antioksidan untuk membantu menyamarkan kerutan serta diformulasikan dengan probiotik alami yang membantu mengencangkan kulit wajah. Wajah tampak lebih cantik dan kenyal.
Cara Pakai:
1. Teteskan ke telapak tangan. Aplikasikan ke wajah secara merata.
2. Pijat perlahan ke arah atas untuk penyerapan yang lebih maksimal
3. Gunakan setiap pagi dan malam hari.

Komposisi:
Aqua, Galactomyces Ferment Filtrate, Propylene Glycol, Butylene Glycol, Panax ginseng root Extract, Phenoxyethanol, Cyclopentasiloxane, Sodium Hyaluronate, Imidazolidinyl Urea, Hydroxyethylcellulose, Niacinamide, Phenyl Trimethicone, Carbomer, Allantoin, Panthenol, Sodium PCA, Tetrasodium EDTA, Potassium Hydroxide, Potassium Sorbate, Sodium Benzoate, Biosaccharide Gum-1."
87,Viva White Soothing Aloe Gel,4.730769,20500.0,21700.0,"The Benefits of Aloe Vera

Untuk KULIT, Aloe Vera bermanfaat melembapkan kulit, melembutkan kulit, meregenerasi sel, menyejukkan kulit yang gatal, kemerahan, terbakar karena matahari, dan merawat kulit berjerawat.
Sedangkan jika digunakan untuk RAMBUT, Aloe Vera dapat memperbaiki kondisi sel kulit kepala sehingga pertumbuhan rambut jadi lebih baik, memperbaiki kondisi helai rambut dan membuatnya lebih lembut, menutrisi rambut sehingga tetap kuat dan sehat.

VIVA WHITE SOOTHING ALOE GEL WITH PURE ALOE VERA JUICE

Pure Aloe Vera Juice : Gel multifungsi ini mempunyai kandungan *Aloe Vera Juice Concentrate dengan KEKUATAN 200x, perawatan terbaik untuk menghidrasi & melembapkan kulitmu.
Soothing, Cooling & Moisturizing : Paparan sinar matahari dan radikal bebas membuat kulit menjadi kering, memerah, dan teriritasi. Viva White Soothing Aloe Vera Gel membantu melembapkan, menenangkan, dan menyejukkan kulit
No Alcohol : Viva White Soothing Aloe Gel diformulasi khusus tanpa alcohol, sehingga sesuai untuk semua jenis kulit termasuk kulit sensitif.
Mild & Quick Absorbing : Teknologi Gel dengan pH Balanced ini ringan dan tidak meninggalkan rasa lengket di kulit setelah digunakan, sehingga tetap nyaman beraktivitas dengan kulit lembap dan terawat sepanjang hari.

Ukuran : 80 g
"
88,Azalea Zaitun Oil Rosehip 150 ml,5.0,27900.0,36200.0,"Kegunaan :
Melindungi dan menambah kelembaban alami kulit, menghaluskan kulit dan membantu merawat bekas luka pada kulit, menjadikan kulit halus, tanpa noda dan tampak sehat bercahaya.

Cara Penggunaan :
1. Usapkan pada kulit secara merata.
2. Dapat digunakan untuk pijat dan sebelum lulur tubuh.
3. Penggunaan rutin dapat membantu merawat kulit dan memudarkan bekas luka pada kulit

Ukuran : 150 ML"
89,Pigeon Baby Liquid Soap 200Ml,4.945946,21700.0,27500.0,"Sabun Cair berukuran 200 ml yang berfungsi untuk membersihkan kulit bayi secara lembut, mengandunq Joioba & Chamomile untuk menjaga kulit tetap bersih, halus, dan lembut. Apabila tidak sengaja terkena mata. tidak menyebabkan iritasi pada mata. CATEGORY : Toiletries lokal SIZE INDIVIDUAL BOX : P X L X T (mm) 66 X 40 X 140 PIGEON menyadari betapa sensitifnya kulit bayi dan oleh sebab itu PIGEON menciptakan sabun mandi yang ekstra lembut dengan kandungan bahan alami untuk membersihkan dan melembutkan kulit bayi. Sabun ini juga mudah berbusa dan mudah dibilas. Ekstra ringan dan lembut tidak akan menyebabkan iritasi pada kulit bayi Menjaga kulit bayi bersih, lembut dan halus Berbusa dan mudah dibilas. No BPOM: NA18160700283"
90,JOHNSON'S Bedtime Powder 300gr,4.941176,16200.0,0.0,"""""""

Spesifikasi Produk

Jenis Produk: Baby Powder

Kemasan: Botol

Berat Bersih: 300 gram

Manfaat

Memberikan perawatan terbaik untuk kulit bayi
Memberikan kelembutan dan keharuman ekstra bagi bayi
Kelebihan

Formula lembut yang telah teruji secara klinis
Tidak menyebabkan kulit si kecil gatal dan iritasi
Keharuman yang tahan lama 
Bahan aman untuk kulit si kecil
Kemasan botol yang praktis
Isi Paket

1 botol Baby Powder
Tentang Brand

Johnson's merupakan produk bayi yang telah bertahan lebih dari 100 tahun untuk memberikan manfaat kepada bayi sejak lahir hingga sepanjang hidupnya. Dibuat dari bahan yang terbukti secara klinis aman untuk Ibu maupun bayi. Produk ini juga dapat membangkitkan emosi positif dan pada akhirnya dapat mempererat hubungan Ibu dan bayi.

""""""
"
91,JOHNSON'S Bedtime Bath 400ml (Refill),4.0,29500.0,0.0,"""""""

Spesifikasi Produk

Jenis Produk: Baby Bedtime Bath

Kemasan: Pouch

Isi: 400 ml

Komposisi:

Water
PEG-80 Sorbitan Laurate
Cocamidopropyl Betaine
Sodium Laureth Sulfate
Sodium Lauroamphoacetate
Polysorbate 20
PEG-150 Distearate
Sodium Benzoate
Fragrance
Citric Acid
Sodium Hydorixide
Manfaat

Memberikan perawatan terbaik untuk kulit bayi
Memberikan kelembutan dan keharuman ekstra bagi bayi
Membuat tidur si kecil nyenyak sepanjang hari
Kelebihan

Bahan aman dan tidak berbahaya bagi si kecil
Telah teruji secara dermatologi dan hypoallergenic
Formula yang menjaga kelembutan kulit bayi
Aroma yang harum dan segar
Kemasan pouch refill yang praktis
Tidak lengket dan mudah dibilas
Isi Paket

1 pouch Baby Bedtime Bath
Tentang Brand

Johnson's merupakan produk bayi yang telah bertahan lebih dari 100 tahun untuk memberikan manfaat kepada bayi sejak lahir hingga sepanjang hidupnya. Dibuat dari bahan yang terbukti secara klinis aman untuk Ibu maupun bayi. Produk ini juga dapat membangkitkan emosi positif dan pada akhirnya dapat mempererat hubungan Ibu dan bayi.

""""""
"
92,ABE FOOD Popcorn for Kids Milky 80 gr,4.555556,17600.0,22900.0,"Abe Popcorn merupakan popcorn premium pertama di Indonesia yang dibuat untuk anak-anak. Terbuat dari biji jagung asli pilihan bermutu tinggi. Tanpa pewarna, pengawet, tanpa MSG dan menggunakan biji jagung organik yang sehat untuk anak-anak dan dapat juga dinikmati oleh semua kalangan."
93,Fruite-10 Chewy Assorted Fruit Candy Pineapple 60gr,4.939024,8100.0,16200.0,"Fruite 10 Chewy Assorted Fruit Candy Pineapple 60gr merupakan permen kenyal dalam kemasan yang praktis. Rasa buah nanas yang segar memberikan sentuhan permen yang berbau wangi dan tidak lengket ketika dikonsumsi. 

Disclaimer: Produk dikirimkan dari batch yang berbeda-beda
BPOM: ML 224510079032"
94,Rauch VIT ACE 200 ml,4.769784,12700.0,14300.0,Rauch VIT ACE 200 ml jus yang berasal dari 100% buah asli tanpa campuran gula. Campuran dari perasan buah jeruk - wortel - buah lemon asli. Merupakan buah sumber dari segala macam vitamin. Botol beling dengan tutup botol yang kuat untuk menjaga kualitas jusnya. 24 x 200 Ml. Ready to drink beverage. BPOM: ML 166609050134
95,Karuhun Sambal Hijau (Sangat Pedas) 130gr,4.730769,12700.0,14300.0,"Keripik singkong khas bandung dengan varian rasa pedas dan tingkat kepedasan yang berbeda. Rasain asin, gurih dan pedasnya dengan cita rasa yg berbeda.
BPOM 215327201006824, Shelf Life: 12 BULAN"
96,Teh Jawa Premium 9gr (1 Dusinan),4.923077,7700.0,9100.0,"Teh Jawa Premium 9g (Dusinan) adalah produk unggulan Teh Jawa. Diolah dari daun teh dan bunga melati pilihan dari perkebunan di Indonesia, dan diproses dengan saksama sehingga menghadirkan Teh Jawa yang berkualitas dan memiliki aroma yang khas serta rasa yang nikmat. 

Teh Jawa tubruk maupun celup memiliki rasa dan aroma yang khas dengan rasa sepat yang otentik, cocok untuk penikmat teh di tanah air. 
BPOM 368211020184, Shelf Life: 12 BULAN"
97,Teh Celup Sosro Jasmine Heritage 25,4.833333,8800.0,11000.0,"Sosro Jasmine Tea Teh Celup [25 Sheets/ 1 pc], hadir untuk menemani saat santai atau kumpul seru bersama teman atau keluarga. Terbuat dari teh dengan bahan kualitas terbaik dan diproses secara modern serta higienis untuk menghasilkan teh celup yang nikmat akan kaya rasa. Dikemas unik dalam kantong celup yang memudahkan takaran yang pas dalam penyajian. BPOM MD 341211017033,Shelf Life: 12 bulan"
98,Tao Kae Noi Hi Tempura Original 25 gr,5.0,12500.0,15900.0,"Tao Kae Noi Hi Tempura Original 25 gr merupakan camilan rumput laut tempura lezat yang diproduksi dengan teknologi modern dan dikemas dengan baik. Memiliki cita rasa rumput laut original dan dipadu dengan tekstur tempura yang renyah. Sangat cocok untuk dikonsumsi sembari menemani aktivitas sehari-hari anda maupun dikonsumsi bersama keluarga. BPOM ML 219210189030,Shelf Life: 12 BULAN"
99,Emina Stick Cheese Original 12 gr,4.6,11400.0,12500.0,"""Emina Stick Cheese Original 12gr adalah makanan ringan stik keju yang lezat dan mengandung kalsium dan vitamin D. Produk ini memiliki kemasan yang praktis dan mudah untuk dibawa kemana saja.   BPOM Number : MD 204028005297"""
100,Inaco Mini Jelly Isi 5,4.791667,2200.0,3000.0,Isi: 5pcs/Bungkus  Tanggal Kedaluwarsa: 18 Juli 2021  BPOM: MD 218510087006  Diproduksi di Indonesia    Inaco Mini Jelly isi 5 merupakan jelly dalam kemasan yang terbuat dari buah segar alami. Mutu kandungan gizi dan serat masih terjaga sehingga aman untuk dikonsumsi setiap hari. Jadikan Inaco Mini Jelly sebagai kudapan harian anda yang lezat.
101,Partner Softener Gold 40ml,4.916667,1100.0,1300.0,Partner Softener Gold 40ml adalah pelembut pakaian dengan aroma yang segar dan dapat membantu proses pembersihan saat mencuci baju. Sehingga membuat baju anda menjadi lembut dan segar sepanjang hari
102,Kobe Tepung Bumbu Putih 75 gr,4.789474,2000.0,3000.0,"Kobe Tepung Bumbu Putih merupakan tepung bumbu yang terbuat dari bahan bahan pilihan yang menjadikan makasakan menjadi lebih enak. Di tengah padatnya kesibukan sehari-hari, aktivitas memasak pun tidak boleh dilewati. Untuk memudahkan memasak sajian yang enak dan lezat, kini Bunda bisa menggunakan KOBE Tepung Bumbu Putih. Tepung bumbu serbaguna yang dapat mengolah berbagai hidangan masakan menjadi lebih praktis, mulai dari mengenyalkan, merenyahkan, hingga mengentalkan. Dibuat dengan racikan formula khusus dan bumbu rempah alami pilihan, sehingga tepung bumbu ini wajib ada di dapur Bunda sebagai bekal memasak sehari-hari.    

KOBE Tepung Bumbu Putih merupakan pilihan tepat untuk Bunda yang menginginkan proses masak yang simple, namun tetap menghasilkan hidangan yang lezat. Mampu mengolah masakan yang terbilang rumit menjadi lebih sederhana, seperti aneka gorengan, tahu baso, sup krim, capcay, tumis kangkung, hingga camilan cireng nasi dapat disajikan menggunakan tepung bumbu ini.Yuk segera coba dan hidangkan beragam kreasi masakan lezat dengan menggunakan KOBE Tepung Bumbu Putih! Cuma KOBE yang bisa begini!   

BPOM MD 231831100021   

Note: Ada perubahan kemasan"
103,Wills Mamaqu Bumbu Rasa Sapi Panggang 100 gr,5.0,4800.0,5200.0,"Bumbu tabur Mamaqu adalah Bumbu tabur Praktis dan Ekonomis dengan beberapa Varian Rasa, yaitu Balado, Bbq, Jagung Bakar, Jagung Manis, Keju, Balado Pedas Manis, dan Sapi Panggang 

BPOM MD 655609027026
Shelf Life: 12 Bulan"
104,Yupi Fruitty Puff 120gr,4.866667,6400.0,7600.0,"Yupi Fruitty Puff 120gr merupakan permen dengan tekstur kenyal sehingga asyik untuk dinikmati di waktu sibuk dan santai. Bentuk permen pun dibuat unik sehingga menambah keseruan saat memakan permen ini. Selain memiliki kandungan sari buah yang kaya manfaat, permen ini juga mengandung vitamin C yang baik bagi tubuh. Shelf life: 12 bulan BPOM: MD 224510030115"
105,Naraya Kuaci Spiced Matahari 100gr,4.818182,8500.0,10800.0,"Naraya Kuaci Spiced Matahari 100gr adalah kuaci biji bunga matahari berkualitas, besar dan berisi. Dipetik dari bunga matahari di perkebunan Mongolia pedalaman yang subur. Kuaci bunga matahari yang telah direbus dan diongseng, menghasilkan rasa yang gurih dan enak. 

BPOM MD 319302003157 
Shelf Life 12 Bulan"
106,Indomie Goreng Rasa Iga Penyet 80 gr,4.823529,2500.0,3100.0,"Indomie Goreng Rasa Iga Penyet 80 gr merupakan mie instant rasa iga penyet yang memiliki cita rasa yang gurih dan lezat. Terbuat menggunakan bahan tepung terigu, minyak sayur, tepung tapioka, garam, pemantap, pengatur keasaman, mineral (zat besi) , pewarna (tartrazine Cl19140), antioksidan dengan tekstur yang lembut sehingga dapat dikonsumsi setiap saat kapanpun dan dimanapun, serta aman dikonsumsi. Mudah dibuat dengan penyajian yang tidak memakan waktu lama. : BPOM Number : MD 231509027002"
107,Botan Sardines Premium Kecil 155gr,5.0,9800.0,12100.0,"Botan Sardines Premium Kecil 155gr adalah makanan kaleng instan yang erbuat dari bahan-bahan pilihan yang berkualitas. Ikan dalam kemasan kaleng yang siap saji, sehingga mempermudah anda dalam menghidangkan makanan. Dengan rasa yang gurih akan menambah cita rasa makanan anda.  

BPOM MD 517111004157"
108,Indofood Sambal Pedas Botol Besar 335 ml,4.916667,13200.0,13600.0,"Sambal If Pedas Botol Besar 335 ml merupakan sambal yang di iracik dari cabai segar pilihan dan bahan-bahan terbaik lainnya, tanpa tambahan pasta sambal Diolah secara modern dan higienis melalui standar food safety Nestle dan Indofood sehingga menghasilkan sambal Indofood dengan cita rasa yang sempurna"
109,Ovaltine 3 in 1 300 gr,4.894737,27400.0,35000.0,"Ovaltine 3 in 1 300 gr

Ovaltine 3 in 1 rasa coklat nya lebih terasa, dapat digunakan sebagai minuman maupun bahan buat kue BPOM ML 803109020216,Shelf Life: 18 bulan"
