nama_produk,harga_normal,harga_diskon,gambar,deskripsi
Blus Quincy Kuning,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2117_480x480.jpg?v=1484119850,"
Blus yang cocok di pakai santai,,dengan model bagian belakang panjang...tinggal padukan dengan celana pendek 
 
Detail Bahan Dan Ukuran 

Bahan : Jersey
Lingkar Dada : 117 cm
Panjang Baju Bagian Depan : 66 cm
Panjang Baju Bagian Belakang : 57 cm

"
Blus Quincy Orange,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2145_480x480.jpg?v=1484218110,"
 Blus yang cocok di pakai santai,,dengan model bagian belakang panjang...tinggal padukan dengan celana pendek
Detail Bahan Dan Ukuran 

Bahan : Jersey
Lingkar Dada : 117 cm
Panjang Baju Bagian Depan : 66 cm
Panjang Baju Bagian Belakang : 57 cm

"
Blus Quincy Ungu,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2146_20dac36e-5d38-4cb4-9929-0a546ffbee31_480x480.jpg?v=1484119888,"
Blus yang cocok di pakai santai,,dengan model bagian belakang panjang...tinggal padukan dengan celana pendek
 
Detail Bahan Dan Ukuran 

Bahan : Jersey
Lingkar Dada : 117 cm
Panjang Baju Bagian Depan : 66 cm
Panjang Baju Bagian Belakang : 57 cm

"
Blus Ratya Ungu,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_3002_480x480.jpg?v=1488256661,"
Detail Bahan Dan Ukuran :

Bahan : katun tisue 
Panjang Baju Bagian Depan  :49cm
Panjang Baju Bagian Blakang : 75cm
Lingkar Dada : 110cm 
Panjang Lengan : 62 cm 

"
Blus Reane Pink,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0615_480x480.jpg?v=1484628086,"
Detail Bahan Dan Ukuran :

Bahan : Jersey
Lingkar Dada : 90 cm 
Panjang Baju : 73 cm 
Panjang Lengan : 57 cm

"
Blus Renata Hitam,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0516hitam_480x480.jpg?v=1484124663,"
Detail Bahan dan Ukuran :

Bahan : Jersey
Lingkar Dada : 110 cm 
Panjang Blus : 67 cm 
Panjang Lengan : 15 cm 

"
Blus Reyna Grey - Kuning,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2730_480x480.jpg?v=1484294739,"
Detail Bahan Dan Ukuran 

Bahan :Jersey
Panjang Baju : 68 cm
Lingkar Dada : 107 cm

"
Blus Reyna Putih-Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2675_480x480.jpg?v=1484294952,"
Detail Bahan Dan Ukuran 

Bahan :Jersey
Panjang Baju : 68 cm
Lingkar Dada : 107 cm

"
Blus Rivka Hijau,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0638_480x480.jpg?v=1492055520,"
Baju yang trbuat dari bahan jersey yang enak di pakai saat santai .
Detail Bahan Dan Ukuran 

Bahan :  Jersey 
Lingkar Dada :101 cm
Panjang Baju : 53 cm
Panjang Lengan : 28 cm 

"
Blus Rivka Hitam,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0762_bc702e3a-581d-4315-9aa4-0575d2381fda_480x480.jpg?v=1487910479,"
Baju yang trbuat dari bahan jersey yang enak di pakai saat santai .
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada :101 cm
Panjang Baju :53 cm
Panjang Lengan : 28 cm 

"
Blus Rivka Putih,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0958_480x480.jpg?v=1484129744,"
 Baju yang trbuat dari bahan jersey yang enak di pakai saat santai .
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada :101 cm
Panjang Baju :53 cm
Panjang Lengan :28 cm 

"
Blus Rosita Hijau,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0208_0fae139c-f20f-4751-adb8-00f479eec230_480x480.jpg?v=1485519359,"
Detail Bahan dan Ukuran :

Bahan : Katun Tissue
Lingkar Dada : 101 cm
Lingkar Lengan : 51 cm
Panjang Blus : 64 cm

"
Blus Ruta Putih Size 18-24 Mos,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0558_f1228718-2a3d-4cc7-a8a6-853a53e35f37_480x480.jpg?v=1484907706,"
Detail Bahan Dan Ukuran 

Bahan : Kattun 
Lingkar Dada :50 cm 
Panjang Baju : 29 cm 

"
Blus Ruta Putih Size 5,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0558_480x480.jpg?v=1484907391,"
Detail Bahan Dan Ukuran 

Bahan : Kattun 
Lingkar Dada : 70 cm 
Panjang Baju : 40 cm 

"
Blus Sabina Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0362b_480x480.jpg?v=1484130369,"
Detail Bahan dan Ukuran :

Bahan : Jersey
Lingkar Dada : 84cm 
Panjang Blus :59 cm 

"
Blus Sabira Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1057_480x480.jpg?v=1484134430,"
Detail Bahan dan Ukuran :

Bahan : Katun 
Lingkar Dada :
Panjang Lengan :
Panjang Blus :

"
Blus Sabira Ungu,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1007_480x480.jpg?v=1484134377,"
Detail Bahan dan Ukuran :

Bahan : Katun 
Lingkar Dada :220 cm 
Panjang Lengan :55 cm 
Panjang Blus :78 cm 

"
Blus Saffiyah Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1590_541c2fc9-81aa-4299-b01f-69d7036a6657_480x480.jpg?v=1484133794,"
blus idengan motif 2 warna...dengan lengan panjang bisa juga di pakai untuk jiba.. tinggal padukan dengan celana jeans atau legging..
Detail Bahan Dan Ukuran 

Bahan : Spandek
Lingkar Dada : 101 cm
Panjang Lengan : 51 cm
Panjang Baju :61 cm 

"
Blus Sakina Coklat,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0439_480x480.jpg?v=1484134277,"
Detail Bahan Dan Ukuran 

Bahan :Rajut 
Lingkar Dada :103 cm
Panjang Baju : 77 cm 

"
Blus Salma Hitam,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1505_480x480.jpg?v=1484134632,"
 
Blus yang nyaman di pakai saat santai...
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada :103 cm 
Panjang Baju : 83 cm 

"
Blus Sara Hijau,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2140_480x480.jpg?v=1484131734,"
Blus Yang Terbuat dari jersey sangat cocok di pakai acara santai.tinggl di padukan dengan flat
Detail Bahan Dan Ukuran 

Bahan :Jersey
Panjang Lengan :32 cm 
Panjang Baju : 54 cm 
Lingkar Dada : 90 cm 

"
Blus Sara Hitam,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1893_480x480.jpg?v=1484131851,"
Detail Bahan Dan Ukuran 

Bahan :Kaos 
Panjang Lengan :32 cm 
Panjang Baju : 54 cm 
Lingkar Dada : 90 cm 

"
Blus Sara Pink,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0590__4_480x480.jpg?v=1484123777,"
          Blus yang terbuat dari bahan jersey sangat nyaman di pakai saat santai ...dan risa juga di pakai saat ke mall tinggal padukan dengan flat ..
Detail Bahan Dan Ukuran 

Bahan :Kaos 
Panjang Lengan :32 cm 
Panjang Baju : 54 cm 
Lingkar Dada : 90 cm 

"
Blus Sarah Kuning,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0402_480x480.jpg?v=1484571044,"

Blus dengan bahan jersey yang nyaman sangat cocok di pakai saat santai,dan dengan motif garis-garis yang keren bisa di padukan dengan celana polos panjang maupun pendek.seperti kulot atau celana jeans.untuk lebih kren penampilan tinggal di padukan dengan sepatu flat atau kets

Detail Bahan dan Ukuran :

Bahan : Jersey 
Lingkar Dada : 86 cm
Panjang Blus : 60 cm

"
Blus Sarah Pink,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0184_c4830261-4393-4168-91ae-11abac1e5a07_480x480.jpg?v=1484571138,"

Blus dengan bahan jersey yang nyaman sangat cocok di pakai saat santai,dan dengan motif garis-garis yang keren bisa di padukan dengan celana polos panjang maupun pendek.seperti kulot atau celana jeans.untuk lebih kren penampilan tinggal di padukan dengan sepatu flat atau kets

Detail Bahan dan Ukuran :

Bahan : Jersey
Lingkar Dada : 86 cm
Panjang Blus : 60 cm

"
Blus Sarah Ungu,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0415_480x480.jpg?v=1484570972,"

Blus dengan bahan jersey yang nyaman sangat cocok di pakai saat santai,dan dengan motif garis-garis yang keren bisa di padukan dengan celana polos panjang maupun pendek.seperti kulot atau celana jeans.untuk lebih kren penampilan tinggal di padukan dengan sepatu flat atau kets

Detail Bahan dan Ukuran :

Bahan :  Jersey 
Lingkar Dada : 86 cm
Panjang Blus : 60 cm

"
Blus Sarilla Hitam,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_3824_1024x1024_af970137-01c2-42d0-947a-b8b17215bbda_480x480.jpg?v=1487590321,"
Detail Bahan dan Ukuran : 

Bahan : Sifon
Lingkar Dada : 104 cm
Panjang Lengan : 30 cm
Lingkar Lengan : 47 cm
Panjang Blus : 56 cm

"
Blus Savira Putih,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0203_480x480.jpg?v=1484127226,"
Detail Bahan dan Ukuran :

Bahan : Tissue
Lingkar Dada : 108cm
Panjang Lengan :57 cm 
Panjang Blus : 104cm 

"
Blus Selena Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2741_480x480.jpg?v=1488350167,"
Detail Bahan Dan Ukuran :

Bahan : kattun
Lingkar Dada : 130
Panjang Baju : 63cm 
Pinggang :105 cm 
Panjang Lengan :47cm 

"
Blus Selena Hijau,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2775_480x480.jpg?v=1488357843,"
Detail Bahan Dan Ukuran :

Bahan : kattun
Lingkar Dada : 130
Panjang Baju : 63cm 
Pinggang :105 cm 
Panjang Lengan :47cm 

"
Blus Selena Pink,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2736_480x480.jpg?v=1488349278,"
Detail Bahan Dan Ukuran :

Bahan : kattun 
Lingkar Dada : 130
Panjang Baju : 63cm 
Pinggang :105 cm 
Panjang Lengan :47cm 

"
Blus Shelby Grey,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0904_480x480.jpg?v=1484198468,"
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada : 102 cm
Panjang Baju : 61 cm

"
Blus Shera Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0669_480x480.jpg?v=1484135037,"
Detail Bahan Dan Ukuran 

Bahan : Jersey
Lingkar Dada : 101 cm 
Panjang Baju : 68 cm 
Panjang Lengan : 20 cm 
Lingkar Lengan : 47 cm 

"
Blus Shinta Putih,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1874_480x480.jpg?v=1484131880,"
Blus yang sangat cocok di pakai untuk santai....
Detail Bahan Dan Ukuran 

Bahan : Jersey kombinasi Spandek
Lingkar Dada : 105 cm
Panjang Baju : 59 cm
Panjang Lengan : 20 cm

"
Blus Siera Orange,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0653_orange_3f66af1b-4a38-42b7-b854-6e7fc719bbe1_480x480.jpg?v=1488255880,"
Detail Bahan Dan Ukuran :

Bahan : Tisue 
Panjang Baju :56cm 
Lingkar Dada : 94 cm 
Panjang lengan : 13cm 

"
Blus Simone Salem,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1471_480x480.jpg?v=1484115718,"
Detail Bahan dan Ukuran : 

Bahan : Katun Stretch
Lingkar Dada : 116 cm
Panjang Blus : 51 cm

"
Blus Simone Tosca,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1478__4_480x480.jpg?v=1484115722,"
Detail Bahan dan Ukuran : 

Bahan : Katun Stretch
Lingkar Dada : 116 cm
Panjang Blus : 51 cm

"
Blus Sondra Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1738_480x480.jpg?v=1484131641,"
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada : 101 cm 
Panjang Baju : 73 cm 

"
Blus Sondra Hijau,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1515_480x480.jpg?v=1484131551,"
Detail Bahan Dan Ukuran 

Bahan :Jersey 
Lingkar Dada :101 cm 
Panjang Baju :73 cm 

"
Blus Steva Coklat,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0048_95f75e09-668f-4ca0-9cfd-4a9549686082_480x480.jpg?v=1484288878,"
Blus Steva yang terbuat dari bahan tisue dan motif polka. sangat cocok di pakai ke kantor tinggal di padukan dengan celana pencil dan sepatu high heels, atau cocok juga di pakai saat pergi ke mall tinggal di padukan lagi dengan celana culot atau celana jeans. 
Detail Bahan Dan Ukuran 

Bahan : Tissue
Lingkar Dada : 86 cm
Panjang Lengan : 42 cm
Panjang Baju : 48 cm 

"
Blus Summer Hitam,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0388_480x480.jpg?v=1484298548,"
Detail Bahan Dan Ukuran 

Bahan :Jersey 
Lingkar Dada : 98 cm 
Panjang Baju : 57 cm  
Panjang Lengan : 30 cm 

"
Blus Tabitha Hijau,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0476_480x480.jpg?v=1484127992,"
Detail Bahan dan Ukuran :

Bahan : Tissue
Lingkar Dada : 94 cm 
Panjang Blus : 53 cm 

"
Blus Tabitha Orange,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0186copy_480x480.jpg?v=1484128039,"
Detail Bahan dan Ukuran :

Bahan : Tissue
Lingkar Dada : 94 cm 
Panjang Blus : 53 cm 

"
Blus Tamia Biru,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0881__1_480x480.jpg?v=1484122029,"
Detail Bahan dan Ukuran :

Bahan : Jersey
Lingkar Dada :103 cm 
Panjang Blus :56 cm 
Lingkar  Blus : 33 cm 

"
Blus Tania Fuchsia,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2211_1024x1024_7d8fe9c1-7d00-4cdc-a3b1-26f4e1f60009_480x480.jpg?v=1487588028,"
Detail Bahan dan Ukuran :

Bahan : Katun  Tissue
Lingkar Dada : 100 cm
Panjang Lengan :17 cm
Lingkar Lengan : 49 cm
Panjang Blus : 61 cm
Panjang Tali : 53 cm

"
Blus Training Felly Biru - Hitam,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0087_480x480.jpg?v=1485854902,"
Blus training yang memakai bahan jersey,yang cocok pakai untuk olah raga atau fitnes. Padukan dengan celana training dan sepatu kats.agar penampilan jadi gaya 
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada : 102 cm 
Panjang Lengan : 59 cm 
Panjang Baju : 60 cm 

"
Blus Training Felly Navy - Putih,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0129_480x480.jpg?v=1485855622,"
 Blus training yang memakai bahan jersey,yang cocok pakai untuk olah raga atau fitnes. Padukan dengan celana training dan sepatu kats.agar penampilan jadi gaya 
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada : 102 cm 
Panjang Lengan : 59 cm 
Panjang Baju : 60 cm 

"
Blus Ulya Kuning,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_3058_480x480.jpg?v=1484118332,"
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada :94 cm
Panjang Baju :51 cm 

"
Blus Ulya Navy,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2933_480x480.jpg?v=1484301295,"
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada :94 cm  
Panjang Baju :51 cm 

"
Blus Ulya Ungu,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_3021_480x480.jpg?v=1487841442,"
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Panjang Baju : 57cm 
Lingkar Dada : 97cm 

"
Blus Vanka Hitam,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_11_0269alt_480x480.jpg?v=1485518330,"
blus dengan bahan kattun tissue sangat adem di pakai..sangat cocok di pakai saat santai 
Detail Bahan dan Ukuran :

Bahan : Katun Tissue
Lingkar Dada : 94 cm
Lingkar Lengan : 94 cm
' Panjang Blus : 47 cm

 
"
Blus Vatya Salem,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2403_480x480.jpg?v=1484297008,"
Detail Bahan Dan Ukuran 

Bahan : Tissue 
Lingkar Dada :82
Panjang Lengan :48
Panjang Baju :50

"
Blus Veana Marun,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1677_480x480.jpg?v=1488538381,"
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada : 123 cm 
Panjang Baju : 65 cm 
Panjang Lengan : 47 cm 

"
Blus Venny Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0765_480x480.jpg?v=1484135383,"
sangat cokok di pakai saat santai
Detail Bahan Dan Ukuran 

Bahan: jersey
Lingkar Dada :94 cm 
Panjang Baju :64 cm 
Panjang  Lengan :25 cm 

"
Blus Vico Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0322_edit_new_480x480.jpg?v=1494304092,"
Detail Bahan Dan Ukuran :

Bahan : Fiscouse
Lingkar Dada : 101 cm 
Panjang Lengan :42 cm 
Panjang Blus : 58 cm 

"
Blus Viore Hitam,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0433_480x480.jpg?v=1484133689,"
Detail Bahan Dan Ukuran 

Bahan :wedges
Lingkar Dada: 109 cm 
Panjang Baju : 67 cm 
Panjang Lengan :44 cm 

"
Blus Weany  Orange,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0112_480x480.jpg?v=1488530241,"
blus dengan bahan jersey...sayang cocok di pakai saat santai..atau bisa juga di pakai saat ke kantor..tinggal padukan dengan celana hitam...untuk lebih bergaya tinggal padukan dengan heels ..dan tidak repot2 untuk madukan dengan  accessories..karena di bagian leher sdh ada manik2 .,
.,
 
Detail Bahan Dan Ukuran 

Bahan : jersey 
Lingkar Dada : 106 cm
Panjang Baju : 63 cm 

"
Blus Weany Biru,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0053_480x480.jpg?v=1484199415,"
blus dengan bahan jersey...sayang cocok di pakai saat santai..atau bisa juga di pakai saat ke kantor..tinggal padukan dengan celana hitam...untuk lebih bergaya tinggal padukan dengan heels ..dan tidak repot2 untuk madukan dengan  accessories..karena di bagian leher sdh ada manik2 .,
 
Detail Bahan Dan Ukuran 

Bahan :jeresy 
Lingkar Dada 106 cm 
Panjang Baju :63 cm 

"
Blus Weany Peach,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2183_3c60d032-93a2-4ad3-a451-874b9c8e4a67_480x480.jpg?v=1488531030,"
blus dengan bahan jersey...sayang cocok di pakai saat santai..atau bisa juga di pakai saat ke kantor..tinggal padukan dengan celana hitam...untuk lebih bergaya tinggal padukan dengan heels ..dan tidak repot2 untuk madukan dengan  accessories..karena di bagian leher sdh ada manik2 .,
 
Detail Bahan Dan Ukuran 

Bahan : jersey
Lingkar Dada : 106 cm
Panjang Baju : 63 cm 

"
Blus Wilow Putih Size 4,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0866kun_cb3508dd-5ead-4f97-9b89-e88ee0f5f009_480x480.jpg?v=1484910833,"
Detail Bahan Dan Ukuran 

Bahan : Kattun 
Lingkar Dada : 64 cm 
Panjang Baju : 41 cm 
Panjang Lengan : 34 cm 

"
Blus Wilow Putih Size 5,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0866kun_480x480.jpg?v=1484910040,"
Detail Bahan Dan Ukuran 

Bahan : Kattun 
Lingkar Dada : 70cm 
Panjang Baju : 41 cm 
Panjang Lengan : 29 cm 

"
Blus Wilow Putih Size 8,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1561hit_480x480.jpg?v=1484910707,"
Detail Bahan Dan Ukuran 

Bahan : Kattun 
Lingkar Dada :77 cm 
Panjang Baju : 48 cm 
Panjang Lengan : 35 cm 

"
Blus Xena Coklat,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2670_480x480.jpg?v=1488457523,"
Detail Bahan Dan Ukuran :

Bahan :Tisue 
Lebar Baju :133 cm 
Panjang Baju : 45 cm 

"
Blus Yora Coklat,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1352_480x480.jpg?v=1494301089,"
Detail Bahan Dan Ukurn 

Bahan : Fiscouse
Lingkar Dada :93 cm 
Panjang Lengan : 57 cm 
Panjang Baju : 65 cm 

"
Blus Yovita,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0551_28dff186-c1ed-4b1b-a032-87458ec62c0a_480x480.jpg?v=1484134314,"
sangat cocok di pakai saat santai 
Detail Bahan Dan Ukuran 

Bahan :jersey 
Lingkar Dada :107 cm 
Panjang Baju 52 cm 
Panjang Lengan :40 cm 

"
Blus Ziska Putih,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_0593_480x480.jpg?v=1484286493,"
Detail Bahan Dan Ukuran 

Bahan : Jersey 
Lingkar Dada:103 cm 
Panjang Baju :59 cm 
Panjang Lengan :57 cm 

"
Blus Zoya Hijau,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2754_480x480.jpg?v=1488360631,"
blus yang sangat cocok di pakai saat santai.
Detail Bahan Dan Ukuran 

Bahan : Jersey
Lingkar Dada :130 cm 
panjang Baju : 60 cm 
Panjang Lengan :47 cm 

"
Blus Zoya Pink,99.000,79200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_2720_480x480.jpg?v=1488360698,"
blus yang sangat cocok di pakai saat santai
Detail Bahan Dan Ukuran 

 Bahan:Jersey 
Lingkar Dada : 102 cm
Panjang Baju : 59 cm 
Panjang Lengan : 44 cm 

"
Bros Niken Biru,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1103_480x480.jpg?v=1485502148,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Tisu, Dan Manik - Manik 

"
Bros Niken Coklat,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1112_480x480.jpg?v=1485501893,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Tisu, Dan Manik - Manik 

"
Bros Niken Grey,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1109_480x480.jpg?v=1485502029,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Tisu, Dan Manik - Manik 

"
Bros Niken Marun,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1107_b772ce05-617e-4af0-90b1-86bfb57ac18c_480x480.jpg?v=1485501771,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Tisu, Dan Manik - Manik 

"
Bros Niken Peach,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1101_480x480.jpg?v=1485502267,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Tisu, Dan Manik - Manik 

"
Bros Tevy Biru,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1180_480x480.jpg?v=1485507394,"
Detail Bahan Dan Ukuran 

Bahan : Tile Dan Katum 

"
Bros Tevy Fuchia,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1177_480x480.jpg?v=1485506946,"
Detail Bahan Dan Ukuran 

Bahan : Tile Dan Katum 

"
Bros Tevy Navy,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1171_480x480.jpg?v=1485507177,"
Detail Bahan Dan Ukuran 

Bahan : Tile Dan Katum 

"
Bros Tevy Orange,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1174_ff7d1f93-a483-4fd3-a85f-6da1c1bfb5fb_480x480.jpg?v=1485507011,"
Detail Bahan Dan Ukuran 

Bahan : Tile Dan Katum 

"
Bros Tevy Tosca,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1164_480x480.jpg?v=1485507300,"
Detail Bahan Dan Ukuran 

Bahan : Tile Dan Katum 

"
Bros Vala Coklat - Putih,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1154_17366e6d-5616-44fc-92c7-908b6b7e8556_480x480.jpg?v=1485506449,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
Bros Vala Merah - Pink,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1151_480x480.jpg?v=1485506300,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
Bros Vala Ungu - Peach,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1157_480x480.jpg?v=1485506510,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
Bros Vala Ungu tua - Pink,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1147_480x480.jpg?v=1485506592,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
Bros Vela Coklat - Pink,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1144_480x480.jpg?v=1485506726,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
Bros Winona 1,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1133_480x480.jpg?v=1485504935,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
Bros Winona 2,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1124_50e43641-1c51-4121-8598-f7a608d78f42_480x480.jpg?v=1485505049,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
Bros Winona 3,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1127_480x480.jpg?v=1485505212,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
Bros Winona 4,79.000,63200.0,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1137_480x480.jpg?v=1485505292,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
Bros Winona 5,,,//cdn.shopify.com/s/files/1/1660/9265/products/IMG_1130_bb2e5dbc-3892-49f4-a2cf-26fc8d3936c5_480x480.jpg?v=1485505507,"
Detail Bahan Dan Ukuran 

Bahan : Tile,Katun Dan Manik - Manik 

"
